ticker_base;ticker_b3_11;fundo_b3;razao_social_b3;duplicidade_ticker_b3;match_metodo;match_score;confianca;id_registro_fundo;cnpj_fundo;codigo_cvm_fundo;tipo_fundo_cvm;denominacao_fundo_cvm;situacao_fundo_cvm;data_registro_fundo;data_cancelamento_fundo;administrador_fundo;gestor_fundo;patrimonio_liq_fundo_cadastro;data_patrimonio_fundo_cadastro;id_registro_classe;cnpj_classe;codigo_cvm_classe;tipo_classe_cvm;denominacao_classe_cvm;situacao_classe_cvm;classificacao_classe;forma_condominio_classe;publico_alvo_classe;patrimonio_liq_classe_cadastro;data_patrimonio_classe_cadastro;auditor_classe;custodiante_classe;cad_fi_match_metodo;cad_fi_cnpj;cad_fi_situacao;cad_fi_classe_anbima;inf_diario_dt_competencia;inf_diario_vl_total;inf_diario_vl_quota;inf_diario_vl_patrim_liq;inf_diario_captc_dia;inf_diario_resg_dia;inf_diario_nr_cotistas;observacao_pendencia
OCRE;OCRE11;FII OCTO;OCTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1503;44.680.435/0001-08;322122;FII;OCTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-09-27;;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;VECTOR ADMINISTRAÇÃO DE RECURSOS FINANCEIROS LTDA;64634620.99;2025-09-30;34692;44.680.435/0001-08;13676;Classes de Cotas de Fundos FII;OCTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;67146551.93;2026-03-31;NEXT AUDITORES INDEPENDENTES S/S LTDA.;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
ONDA;ONDA11;FII ONDA ME;ONDA INVEST MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1751;52.966.340/0001-75;323157;FII;ONDA INVEST MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2023-11-22;;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;IGUANA INVESTIMENTOS LTDA.;9695355.16;2024-09-30;34862;52.966.340/0001-75;264;Classes de Cotas de Fundos FII;ONDA INVEST MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;95319243.03;2026-03-31;CONFIANCE AUDITORES INDEPENDENTES;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
ARRI;ARRI11;FII ATRIO;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FUNDO DE INVESTIMENTO IMOBILIARIO;NÃO;classe_exata;1.0;Alta;1027;32.006.821/0001-21;319028;FII;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FUNDO DE INVESTIMENTO IMOBILIARIO;Em Funcionamento Normal;2019-07-01;;OLIVEIRA TRUST DTVM S.A.;OPEN CAPITAL GESTÃO DE ATIVOS LTDA.;168402861.21;2024-09-30;34386;32.006.821/0001-21;663;Classes de Cotas de Fundos FII;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FUNDO DE INVESTIMENTO IMOBILIARIO;Em Funcionamento Normal;;Fechado;;173646449.18;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
OBAL;OBAL11;FII OPPBAL;OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1381;42.273.290/0001-97;321112;FII;OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-08-18;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;186687020.78;2025-05-31;34616;42.273.290/0001-97;8281;Classes de Cotas de Fundos FII;OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;233781563.11;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
FTCE;FTCE11;FII OPPORTUN;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;368;1235622000161;396007;FII;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;1996-03-25;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;3606224865.84;2025-04-30;34041;1235622000161;6653;Classes de Cotas de Fundos FII;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;3902408380.42;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
OUJP;OUJP11;FII OURI JPP;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;838;26.091.656/0001-50;316051;FII;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-11-30;;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;JPP CAPITAL GESTAO DE RECURSOS LTDA;326069858.31;2025-05-31;34281;26.091.656/0001-50;9741;Classes de Cotas de Fundos FII;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;327860485.69;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO FINAXIS S.A.;;;;;;;;;;;;sem_inf_diario_202605
OXRL;OXRL11;FII OXRL;OXIGÊNIO 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2023;58.561.237/0001-21;324234;FII;OXIGÊNIO 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-12-26;;BR-CAPITAL DTVM S.A.;STRATA CAPITAL GESTÃO DE RECURSOS LTDA;;;35072;58.561.237/0001-21;3450;Classes de Cotas de Fundos FII;OXIGÊNIO 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;41099635.86;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;BR-CAPITAL DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
PNDL;PNDL11;FII PANORAMA;PANORAMA DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1229;37.899.400/0001-90;320062;FII;PANORAMA DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-08-03;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;AZ QUEST PANORAMA LTDA.;153234658.68;2025-01-31;34522;37.899.400/0001-90;4065;Classes de Cotas de Fundos FII;PANORAMA DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;77072432.33;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PNLM;PNLM11;FII LASTMILE;PANORAMA LAST MILE SBC - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1307;40.887.170/0001-54;321107;FII;PANORAMA LAST MILE SBC - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-08-12;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;AZ QUEST PANORAMA LTDA.;21500358.73;2025-05-31;34569;40.887.170/0001-54;8257;Classes de Cotas de Fundos FII;PANORAMA LAST MILE SBC - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;21794017.27;2026-03-31;RSM ACAL AUDITORES INDEPENDENTES S/S;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PNPR;PNPR11;FII PAN PROP;PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;868;26.813.118/0001-22;321011;FII;PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2021-02-02;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;GENESIS CAPITAL GESTORA DE RECURSOS LTDA.;34302475.19;2025-05-31;34294;26.813.118/0001-22;7552;Classes de Cotas de Fundos FII;PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;36702298.61;2026-03-31;COTRIM & ASSOCIADOS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PNRC;PNRC11;FII PNRC;PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1547;46.157.348/0001-98;322117;FII;PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-09-19;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;AZ QUEST PANORAMA LTDA.;31136803.06;2025-01-31;34723;46.157.348/0001-98;4081;Classes de Cotas de Fundos FII;PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;4192346.38;2026-03-31;RSM ACAL AUDITORES INDEPENDENTES S/S;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PMIS;PMIS11;FII PMIS;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1695;51.868.778/0001-58;323099;FII;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2023-08-18;;XP INVESTIMENTOS CCTVM S.A.;PARAMIS BR INVESTIMENTOS LTDA;137646291.53;2025-05-31;34822;51.868.778/0001-58;12149;Classes de Cotas de Fundos FII;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;139295209.99;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
VTVI;VTVI11;FII PARK PAR;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP LIMITADA;NÃO;classe_exata;1.0;Alta;766;21.500.514/0001-86;316019;FII;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP LIMITADA;Em Funcionamento Normal;2016-05-13;;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;54223834.98;2025-05-31;34239;21.500.514/0001-86;7021;Classes de Cotas de Fundos FII;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP LIMITADA;Em Funcionamento Normal;;Fechado;;39098990.46;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO BRADESCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
PQAG;PQAG11;FII PARQ ANH;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;541;12.978.943/0001-72;311012;FII;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2011-03-31;;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;HEDGE INVESTMENTS REAL ESTATE GESTÃO DE RECURSOS LTDA.;775551897.57;2025-05-31;34112;12.978.943/0001-72;9202;Classes de Cotas de Fundos FII;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;777092808.44;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
PATA;PATA11;FII PATA;PATAGÔNIA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1812;53.764.894/0001-52;324021;FII;PATAGÔNIA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2024-02-02;;BANCO GENIAL S.A.;PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA.;16948763.58;2024-09-30;34911;53.764.894/0001-52;990;Classes de Cotas de Fundos FII;PATAGÔNIA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;17208032.05;2026-03-31;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
PATB;PATB11;FII PTO BAND;PATEO BANDEIRANTES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;598;14.788.492/0001-36;313003;FII;PATEO BANDEIRANTES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-01-21;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;799501308.27;2025-02-28;34143;14.788.492/0001-36;4405;Classes de Cotas de Fundos FII;PATEO BANDEIRANTES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;847835713.24;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
PCIP;PCIP11;FII PCIP PAX;PATRIA CRÉDITO IMOBILIÁRIO ÍNDICE DE PREÇOS FII - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;941;28.729.197/0001-13;317078;FII;PATRIA CRÉDITO IMOBILIÁRIO ÍNDICE DE PREÇOS FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2017-10-11;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;PÁTRIA VBI SECURITIES LTDA.;1015164163.85;2025-05-31;34322;28.729.197/0001-13;7200;Classes de Cotas de Fundos FII;PATRIA CRÉDITO IMOBILIÁRIO ÍNDICE DE PREÇOS FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1584874648.70;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PATC;PATC11;FII PATC VBI;PÁTRIA EDIFÍCIOS CORPORATIVOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;964;30.048.651/0001-12;318014;FII;PÁTRIA EDIFÍCIOS CORPORATIVOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2018-04-06;;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;PÁTRIA VBI ASSET MANAGEMENT LTDA.;143209513.02;2025-04-30;34337;30.048.651/0001-12;6700;Classes de Cotas de Fundos FII;PÁTRIA EDIFÍCIOS CORPORATIVOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;119317501.73;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
HGRE;HGRE11;FII HGRE PAX;PATRIA ESCRITÓRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;465;9072017000129;308004;FII;PATRIA ESCRITÓRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2008-05-06;;BANCO GENIAL S.A.;PÁTRIA INVESTIMENTOS LTDA.;1798913854.46;2024-09-30;34073;9072017000129;1643;Classes de Cotas de Fundos FII;PATRIA ESCRITÓRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1744036723.16;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
HGLG;HGLG11;FII HGLG PAX;PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;510;11.728.688/0001-47;310005;FII;PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2010-05-06;;BANCO GENIAL S.A.;PÁTRIA INVESTIMENTOS LTDA.;5317675430.12;2024-09-30;34097;11.728.688/0001-47;1678;Classes de Cotas de Fundos FII;PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;7026989403.76;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
PLAG;PLAG11;FII PLAG;PATRIA LOGÍSTICA AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1056;32.754.734/0001-52;319031;FII;PATRIA LOGÍSTICA AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-07-05;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PÁTRIA VBI ASSET MANAGEMENT LTDA.;317252491.95;2025-05-31;34404;32.754.734/0001-52;7242;Classes de Cotas de Fundos FII;PATRIA LOGÍSTICA AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;360476925.50;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
PATL;PATL11;FII PATL VBI;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1151;35.754.164/0001-99;320003;FII;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2020-01-15;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;PÁTRIA INVESTIMENTOS LTDA.;482622867.05;2025-05-31;34463;35.754.164/0001-99;10561;Classes de Cotas de Fundos FII;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;444517237.28;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
RBRL;RBRL11;FII RBRL PAX;PATRIA LOGÍSTICA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1146;35.705.463/0001-33;319095;FII;PATRIA LOGÍSTICA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2019-12-27;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RBR GESTÃO DE RECURSOS LTDA;702328033.71;2025-05-31;34460;35.705.463/0001-33;8036;Classes de Cotas de Fundos FII;PATRIA LOGÍSTICA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;677483809.92;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
PMLL;PMLL11;FII PMLL PAX;PATRIA MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;856;26.499.833/0001-32;316048;FII;Patria Malls Fundo de Investimento Imobiliário - Responsabilidade Limitada;Em Funcionamento Normal;2016-11-18;;BANCO GENIAL S.A.;PÁTRIA VBI ASSET MANAGEMENT LTDA.;1692254043.69;2025-05-31;34286;26.499.833/0001-32;7889;Classes de Cotas de Fundos FII;Patria Malls Fundo de Investimento Imobiliário - Responsabilidade Limitada;Em Funcionamento Normal;;Fechado;;1639149889.86;2026-03-31;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
HGPO;HGPO11;FII HGPO PAX;PATRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;496;11.260.134/0001-68;310021;FII;PATRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2010-10-26;;BANCO GENIAL S.A.;PÁTRIA INVESTIMENTOS LTDA.;604409957.59;2024-09-30;34090;11.260.134/0001-68;1660;Classes de Cotas de Fundos FII;PATRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;270338702.25;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
HGCR;HGCR11;FII HGCR PAX;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;490;11.160.521/0001-22;309014;FII;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2009-12-23;;BANCO GENIAL S.A.;PÁTRIA INVESTIMENTOS LTDA.;1536385882.07;2024-09-30;34087;11.160.521/0001-22;1651;Classes de Cotas de Fundos FII;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1521024690.45;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
VCRR;VCRR11;FII VECT REN;PATRIA RENDA RESIDENCIAL FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA I FII;NÃO;classe_exata;1.0;Alta;1281;40.041.723/0001-53;321005;FII;PATRIA RENDA RESIDENCIAL FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA I FII;Em Funcionamento Normal;2021-01-15;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;PÁTRIA VBI SECURITIES LTDA.;254243737.18;2025-05-31;34554;40.041.723/0001-53;8168;Classes de Cotas de Fundos FII;PATRIA RENDA RESIDENCIAL FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA I FII;Em Funcionamento Normal;;Fechado;;208157480.43;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;nome_fuzzy_0.87;35.950.032/0001-32;CANCELADA;;;;;;;;;sem_inf_diario_202605
